SelectionSort
Size: 10000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
0.040516968,0.039612797,0.037867123,0.040867457,0.040012961,0.041554943,0.041129042,0.041088839,0.042191156,0.042482164,
