QuickSort
Size: 100000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
0.012275244,0.011549431,0.013092415,0.011022479,0.011321671,0.012015709,0.01169743,0.011636231,0.011664615,0.012037154,
