QuickSort
Size: 10000000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
2.225540119,1.860788538,1.943249637,1.624523435,1.592002076,1.573245554,1.597691432,1.572669765,1.532701364,1.528239576,
