InsertionSort
Size: 100000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
2.007918311,1.926408858,2.049259851,1.850585971,1.92608677,1.887270401,1.923077638,1.893782081,1.840390851,1.928242987,
