InsertionSort
Size: 10000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
0.017634206,0.015797103,0.01649067,0.018759281,0.014016314,0.015164979,0.014210282,0.024689099,0.017316325,0.019800342,
