InsertionSort
Size: 100
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
1.61374E-4,1.03551E-4,1.0228E-4,1.2697E-4,1.03883E-4,9.24E-5,6.7687E-5,1.18726E-4,1.13766E-4,9.7317E-5,
