BubbleSort
Size: 10000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
0.294816679,0.28761415,0.259074652,0.259964025,0.257741077,0.255972964,0.267805188,0.296278279,0.249086643,0.250424107,
