SelectionSort
Size: 1000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
0.007263039,0.001266176,0.002709368,0.001125572,6.41091E-4,9.26967E-4,4.7293E-4,8.52E-4,6.74774E-4,6.08765E-4,
