QuickSort
Size: 10000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
0.001085099,9.63939E-4,9.10812E-4,9.05578E-4,7.62644E-4,7.79137E-4,8.91271E-4,8.57364E-4,8.54366E-4,9.19286E-4,
