BubbleSort
Size: 100000
Pass 1,Pass 2,Pass 3,Pass 4,Pass 5,Pass 6,Pass 7,Pass 8,Pass 9,Pass 10,
26.392681416,25.538773488,25.793258555,25.515583336,25.511468118,25.517747331,25.468058244,25.468485133,25.560416611,25.556248888,
